org_item_id;definition;type;category;lexical_category;lexical_class;uni_lemma;complexity_category;form;item_id
item_401;piękny/śliczny;word;descriptive_words;predicates;adjectives;beautiful;;WS;item_401
item_402;pyszny;word;descriptive_words;predicates;adjectives;tasty;;WS;item_402
item_403;śpiący;word;descriptive_words;predicates;adjectives;sleepy;;WS;item_403
item_404;umyty;word;descriptive_words;predicates;adjectives;washed;;WS;item_404
item_405;zamknięty;word;descriptive_words;predicates;adjectives;closed;;WS;item_405
item_406;zdrowy;word;descriptive_words;predicates;adjectives;healthy;;WS;item_406
item_407;zepsuty;word;descriptive_words;predicates;adjectives;broken;;WS;item_407
item_408;zimny;word;descriptive_words;predicates;adjectives;cold;;WS;item_408
item_409;zmęczony;word;descriptive_words;predicates;adjectives;tired;;WS;item_409
item_410;boso/na bosaka;word;descriptive_words2;predicates;adverbs;barefoot;;WS;item_410
item_411;brzydko;word;descriptive_words2;predicates;adverbs;ugly;;WS;item_411
item_412;cicho;word;descriptive_words2;predicates;adverbs;quietly;;WS;item_412
item_413;ciemno;word;descriptive_words2;predicates;adverbs;dark;;WS;item_413
item_414;ciepło;word;descriptive_words2;predicates;adverbs;warm;;WS;item_414
item_415;dobrze;word;descriptive_words2;predicates;adverbs;well;;WS;item_415
item_416;głośno;word;descriptive_words2;predicates;adverbs;loudly;;WS;item_416
item_417;gorąco;word;descriptive_words2;predicates;adverbs;hot;;WS;item_417
item_418;ładnie;word;descriptive_words2;predicates;adverbs;prettily;;WS;item_418
item_419;mocno;word;descriptive_words2;predicates;adverbs;strongly;;WS;item_419
item_420;mokro;word;descriptive_words2;predicates;adverbs;wet;;WS;item_420
item_421;prędko/szybko;word;descriptive_words2;predicates;adverbs;quickly;;WS;item_421
item_422;zimno;word;descriptive_words2;predicates;adverbs;cold;;WS;item_422
item_423;bać się;word;action_words;predicates;verbs;be afraid of;;WS;item_423
item_424;bawić się;word;action_words;predicates;verbs;play;;WS;item_424
item_425;bić;word;action_words;predicates;verbs;beat;;WS;item_425
item_426;biec/biegać;word;action_words;predicates;verbs;run;;WS;item_426
item_427;boleć;word;action_words;predicates;verbs;hurt;;WS;item_427
item_428;budować;word;action_words;predicates;verbs;build;;WS;item_428
item_429;być (jest);word;action_words;predicates;verbs;be;;WS;item_429
item_430;całować;word;action_words;predicates;verbs;kiss;;WS;item_430
item_431;chcieć;word;action_words;predicates;verbs;want;;WS;item_431
item_432;chodzić (chodź);word;action_words;predicates;verbs;walk;;WS;item_432
item_433;ciąć;word;action_words;predicates;verbs;cut;;WS;item_433
item_434;cieszyć się;word;action_words;predicates;verbs;enjoy;;WS;item_434
item_435;czekać;word;action_words;predicates;verbs;wait;;WS;item_435
item_436;czesać;word;action_words;predicates;verbs;comb (action);;WS;item_436
item_437;czyścić;word;action_words;predicates;verbs;clean (action);;WS;item_437
item_438;czytać;word;action_words;predicates;verbs;read;;WS;item_438
item_439;dać;word;action_words;predicates;verbs;give;;WS;item_439
item_440;dmuchać;word;action_words;predicates;verbs;blow;;WS;item_440
item_441;dostać;word;action_words;predicates;verbs;get;;WS;item_441
item_442;drapać;word;action_words;predicates;verbs;scratch;;WS;item_442
item_443;dzwonić;word;action_words;predicates;verbs;call;;WS;item_443
item_444;gonić;word;action_words;predicates;verbs;chase;;WS;item_444
item_445;gotować;word;action_words;predicates;verbs;cook;;WS;item_445
item_446;grać;word;action_words;predicates;verbs;play;;WS;item_446
item_447;gryźć;word;action_words;predicates;verbs;bite;;WS;item_447
item_448;huśtać/bujać się;word;action_words;predicates;verbs;swing (action);;WS;item_448
item_449;iść/pójść;word;action_words;predicates;verbs;go;;WS;item_449
item_450;jechać/jeździć;word;action_words;predicates;verbs;ride;;WS;item_450
item_451;jeść;word;action_words;predicates;verbs;eat;;WS;item_451
item_452;kąpać się;word;action_words;predicates;verbs;bathe;;WS;item_452
item_453;kłaść/położyć;word;action_words;predicates;verbs;put;;WS;item_453
item_454;kochać;word;action_words;predicates;verbs;love;;WS;item_454
item_455;kopać;word;action_words;predicates;verbs;kick;;WS;item_455
item_456;krzyczeć/wołać;word;action_words;predicates;verbs;scream;;WS;item_456
item_457;kupić;word;action_words;predicates;verbs;buy;;WS;item_457
item_458;lać;word;action_words;predicates;verbs;pour;;WS;item_458
item_459;lecieć/latać;word;action_words;predicates;verbs;fly;;WS;item_459
item_460;leżeć;word;action_words;predicates;verbs;lie;;WS;item_460
item_461;lubić;word;action_words;predicates;verbs;like (action);;WS;item_461
item_462;malować;word;action_words;predicates;verbs;paint (action);;WS;item_462
item_463;mieć (ma);word;action_words;predicates;verbs;have;;WS;item_463
item_464;mieszkać;word;action_words;predicates;verbs;live;;WS;item_464
item_465;móc (może);word;action_words;predicates;verbs;be able/can;;WS;item_465
item_466;mówić/powiedzieć;word;action_words;predicates;verbs;speak/tell;;WS;item_466
item_467;musieć (musi);word;action_words;predicates;verbs;must;;WS;item_467
item_468;myć (się);word;action_words;predicates;verbs;clean (action);;WS;item_468
item_469;myśleć;word;action_words;predicates;verbs;think;;WS;item_469
item_470;naprawiać/reperować;word;action_words;predicates;verbs;repair;;WS;item_470
item_471;nazywać się;word;action_words;predicates;verbs;be called;;WS;item_471
item_472;nieść/nosić;word;action_words;predicates;verbs;carry;;WS;item_472
item_473;obudzić (się);word;action_words;predicates;verbs;wake up;;WS;item_473
item_474;oglądać/obejrzeć;word;action_words;predicates;verbs;watch (action);;WS;item_474
item_475;opowiadać;word;action_words;predicates;verbs;tell;;WS;item_475
item_476;otworzyć;word;action_words;predicates;verbs;open (action);;WS;item_476
item_477;palić (się);word;action_words;predicates;verbs;burn;;WS;item_477
item_478;patrzeć (patrz);word;action_words;predicates;verbs;look;;WS;item_478
item_479;pić;word;action_words;predicates;verbs;drink (action);;WS;item_479
item_480;pisać;word;action_words;predicates;verbs;write;;WS;item_480
item_481;pluć;word;action_words;predicates;verbs;spit;;WS;item_481
item_482;płakać;word;action_words;predicates;verbs;cry;;WS;item_482
item_483;podobać się;word;action_words;predicates;verbs;please;;WS;item_483
item_484;pokazać;word;action_words;predicates;verbs;show;;WS;item_484
item_485;pomóc;word;action_words;predicates;verbs;help;;WS;item_485
item_486;pożyczyć;word;action_words;predicates;verbs;borrow/lend;;WS;item_486
item_487;pracować;word;action_words;predicates;verbs;work (action);;WS;item_487
item_488;prać;word;action_words;predicates;verbs;launder;;WS;item_488
item_489;prasować;word;action_words;predicates;verbs;iron;;WS;item_489
item_490;prosić;word;action_words;predicates;verbs;please;;WS;item_490
item_491;przyjść;word;action_words;predicates;verbs;come;;WS;item_491
item_492;przykryć;word;action_words;predicates;verbs;cover (action);;WS;item_492
item_493;przynieść;word;action_words;predicates;verbs;bring;;WS;item_493
item_494;puścić;word;action_words;predicates;verbs;release;;WS;item_494
item_495;robić;word;action_words;predicates;verbs;do;;WS;item_495
item_496;rozmawiać;word;action_words;predicates;verbs;talk;;WS;item_496
item_497;rysować;word;action_words;predicates;verbs;draw;;WS;item_497
item_498;rzucać;word;action_words;predicates;verbs;throw;;WS;item_498
item_499;schować;word;action_words;predicates;verbs;hide;;WS;item_499
item_500;siedzieć;word;action_words;predicates;verbs;sit;;WS;item_500
item_501;skakać;word;action_words;predicates;verbs;jump;;WS;item_501
item_502;skończyć;word;action_words;predicates;verbs;end;;WS;item_502
item_503;słyszeć/słuchać;word;action_words;predicates;verbs;hear/listen;;WS;item_503
item_504;spać;word;action_words;predicates;verbs;sleep;;WS;item_504
item_505;sprzątać;word;action_words;predicates;verbs;clean up;;WS;item_505
item_506;stać;word;action_words;predicates;verbs;stand;;WS;item_506
item_507;stukać/pukać;word;action_words;predicates;verbs;knock;;WS;item_507
item_508;szukać;word;action_words;predicates;verbs;look for;;WS;item_508
item_509;szyć;word;action_words;predicates;verbs;sew;;WS;item_509
item_510;śmiać się;word;action_words;predicates;verbs;laugh;;WS;item_510
item_511;śpiewać;word;action_words;predicates;verbs;sing;;WS;item_511
item_512;tańczyć;word;action_words;predicates;verbs;dance;;WS;item_512
item_513;trzymać;word;action_words;predicates;verbs;hold;;WS;item_513
item_514;ubrać (się);word;action_words;predicates;verbs;get dressed;;WS;item_514
item_515;uciekać;word;action_words;predicates;verbs;run away;;WS;item_515
item_516;uczyć się;word;action_words;predicates;verbs;learn;;WS;item_516
item_517;umieć;word;action_words;predicates;verbs;be able/can;;WS;item_517
item_518;upaść/spaść;word;action_words;predicates;verbs;fall;;WS;item_518
item_519;usiąść/siadać;word;action_words;predicates;verbs;sit down;;WS;item_519
item_520;uściskać/ukochać;word;action_words;predicates;verbs;hug;;WS;item_520
item_521;wiązać;word;action_words;predicates;verbs;tie;;WS;item_521
item_522;widzieć/zobaczyć;word;action_words;predicates;verbs;see;;WS;item_522
item_523;wiedzieć;word;action_words;predicates;verbs;know;;WS;item_523
item_524;włożyć/założyć;word;action_words;predicates;verbs;put;;WS;item_524
item_525;wstawać;word;action_words;predicates;verbs;stand up;;WS;item_525
item_526;wyrzucić;word;action_words;predicates;verbs;throw away;;WS;item_526
item_527;wytrzeć;word;action_words;predicates;verbs;wipe;;WS;item_527
item_528;zamiatać;word;action_words;predicates;verbs;sweep;;WS;item_528
item_529;zamknąć;word;action_words;predicates;verbs;close (action);;WS;item_529
item_530;zapiąć;word;action_words;predicates;verbs;button up;;WS;item_530
item_531;zaświecić/zapalić;word;action_words;predicates;verbs;light (action);;WS;item_531
item_532;zdjąć/ściągnąć;word;action_words;predicates;verbs;take off;;WS;item_532
item_533;zepsuć;word;action_words;predicates;verbs;break;;WS;item_533
item_534;zgubić;word;action_words;predicates;verbs;lose;;WS;item_534
item_535;złamać;word;action_words;predicates;verbs;break;;WS;item_535
item_536;złapać;word;action_words;predicates;verbs;catch;;WS;item_536
item_537;zmęczyć się;word;action_words;predicates;verbs;get tired;;WS;item_537
item_538;znać;word;action_words;predicates;verbs;know;;WS;item_538
item_539;znaleźć;word;action_words;predicates;verbs;find;;WS;item_539
item_540;zostać;word;action_words;predicates;verbs;stay;;WS;item_540
item_541;(nie) da się;word;action_words;predicates;verbs;;;WS;item_541
item_542;nie ma;word;action_words;predicates;verbs;;;WS;item_542
item_543;(nie) można;word;action_words;predicates;verbs;;;WS;item_543
item_544;(nie) trzeba;word;action_words;predicates;verbs;;;WS;item_544
item_545;(nie) wolno;word;action_words;predicates;verbs;;;WS;item_545
item_546;tu;word;locations;function_words;function_words;there;;WS;item_546
item_547;tam;word;locations;function_words;function_words;;;WS;item_547
item_548;tędy;word;locations;function_words;function_words;this way;;WS;item_548
item_549;stąd;word;locations;function_words;function_words;from here;;WS;item_549
item_550;daleko;word;locations;function_words;function_words;far;;WS;item_550
item_551;blisko;word;locations;function_words;function_words;near;;WS;item_551
item_552;wysoko;word;locations;function_words;function_words;high;;WS;item_552
item_553;nisko;word;locations;function_words;function_words;low;;WS;item_553
item_554;na górę/na górze;word;locations;function_words;function_words;up;;WS;item_554
item_555;na dół/na dole;word;locations;function_words;function_words;down;;WS;item_555
item_556;z tyłu/do tyłu;word;locations;function_words;function_words;back (location)/backwards;;WS;item_556
item_557;z przodu/do przodu;word;locations;function_words;function_words;in front of/forward;;WS;item_557
item_558;w środku;word;locations;function_words;function_words;inside;;WS;item_558
item_559;gdzieś;word;locations;function_words;function_words;somewhere;;WS;item_559
item_560;nigdzie;word;locations;function_words;function_words;nowhere;;WS;item_560
item_561;wszędzie;word;locations;function_words;function_words;everywhere;;WS;item_561
item_562;już/już nie;word;time_words;other;other;;;WS;item_562
item_563;jeszcze/jeszcze nie;word;time_words;other;other;;;WS;item_563
item_564;teraz;word;time_words;other;other;now;;WS;item_564
item_565;zaraz;word;time_words;other;other;soon;;WS;item_565
item_566;potem/później;word;time_words;other;other;later;;WS;item_566
item_567;znowu/znów;word;time_words;other;other;again;;WS;item_567
item_568;kiedyś;word;time_words;other;other;once;;WS;item_568
item_569;nigdy;word;time_words;other;other;never;;WS;item_569
item_570;zawsze;word;time_words;other;other;always;;WS;item_570
item_571;czasem;word;time_words;other;other;sometimes;;WS;item_571
item_572;dzisiaj/dziś;word;time_words;other;other;today;;WS;item_572
item_573;jutro;word;time_words;other;other;tomorrow;;WS;item_573
item_574;wczoraj;word;time_words;other;other;yesterday;;WS;item_574
item_575;rano;word;time_words;other;other;in the morning;;WS;item_575
item_576;wieczorem;word;time_words;other;other;in the evening;;WS;item_576
item_577;noc/w nocy;word;time_words;other;other;night/at night;;WS;item_577
item_578;dzień;word;time_words;other;other;day;;WS;item_578
item_579;godzina;word;time_words;other;other;hour;;WS;item_579
item_580;dużo;word;quantifiers;function_words;function_words;a lot;;WS;item_580
item_581;mało;word;quantifiers;function_words;function_words;a little;;WS;item_581
item_582;trochę/troszkę;word;quantifiers;function_words;function_words;some;;WS;item_582
item_583;tyle;word;quantifiers;function_words;function_words;that much;;WS;item_583
item_584;więcej;word;quantifiers;function_words;function_words;more;;WS;item_584
item_585;jeszcze;word;quantifiers;function_words;function_words;more;;WS;item_585
item_586;wszystko/wszyscy;word;quantifiers;function_words;function_words;all;;WS;item_586
item_587;inny;word;quantifiers;function_words;function_words;different/another/other;;WS;item_587
item_588;drugi;word;quantifiers;function_words;function_words;second;;WS;item_588
item_589;cały;word;quantifiers;function_words;function_words;whole;;WS;item_589
item_590;bardzo;word;quantifiers;function_words;function_words;very;;WS;item_590
item_591;tylko;word;quantifiers;function_words;function_words;only;;WS;item_591
item_592;sam/sama;word;quantifiers;function_words;function_words;alone;;WS;item_592
item_593;razem;word;quantifiers;function_words;function_words;together;;WS;item_593
item_594;też;word;quantifiers;function_words;function_words;too;;WS;item_594
item_595;dosyć/dość;word;quantifiers;function_words;function_words;enough;;WS;item_595
item_596;za (np. za dużo);word;quantifiers;function_words;function_words;too;;WS;item_596
item_597;każdy;word;quantifiers;function_words;function_words;every;;WS;item_597
item_598;niektóry;word;quantifiers;function_words;function_words;some;;WS;item_598
item_599;żaden;word;quantifiers;function_words;function_words;none;;WS;item_599
item_600;ja/mnie/mi;word;pronouns;function_words;function_words;I;;WS;item_600
item_601;ty/cię/ci;word;pronouns;function_words;function_words;you;;WS;item_601
item_602;on/go/mu;word;pronouns;function_words;function_words;he;;WS;item_602
item_603;ona/ją/jej;word;pronouns;function_words;function_words;she;;WS;item_603
item_604;my/nas/nam;word;pronouns;function_words;function_words;we;;WS;item_604
item_605;wy/was/wam;word;pronouns;function_words;function_words;you;;WS;item_605
item_606;oni/one/ich/je/im;word;pronouns;function_words;function_words;them;;WS;item_606
item_607;się;word;pronouns;function_words;function_words;;;WS;item_607
item_608;sobie;word;pronouns;function_words;function_words;myself;;WS;item_608
item_609;mój;word;pronouns2;function_words;function_words;my;;WS;item_609
item_610;twój;word;pronouns2;function_words;function_words;your;;WS;item_610
item_611;jego;word;pronouns2;function_words;function_words;his;;WS;item_611
item_612;jej;word;pronouns2;function_words;function_words;her;;WS;item_612
item_613;nasz;word;pronouns2;function_words;function_words;our;;WS;item_613
item_614;wasz;word;pronouns2;function_words;function_words;your;;WS;item_614
item_615;ich;word;pronouns2;function_words;function_words;their;;WS;item_615
item_616;swój;word;pronouns2;function_words;function_words;;;WS;item_616
item_617;to;word;pronouns3;function_words;function_words;this;;WS;item_617
item_618;coś;word;pronouns3;function_words;function_words;something;;WS;item_618
item_619;ktoś;word;pronouns3;function_words;function_words;someone;;WS;item_619
item_620;nic;word;pronouns3;function_words;function_words;nothing;;WS;item_620
item_621;nikt;word;pronouns3;function_words;function_words;nobody;;WS;item_621
item_622;ten;word;pronouns3;function_words;function_words;this;;WS;item_622
item_623;tamten;word;pronouns3;function_words;function_words;that;;WS;item_623
item_624;taki;word;pronouns3;function_words;function_words;such;;WS;item_624
item_625;jakiś;word;pronouns3;function_words;function_words;;;WS;item_625
item_626;co to?/co to jest?;word;question_words;function_words;function_words;what is this?;;WS;item_626
item_627;co?;word;question_words;function_words;function_words;what;;WS;item_627
item_628;co robi?;word;question_words;function_words;function_words;;;WS;item_628
item_629;kto?;word;question_words;function_words;function_words;who;;WS;item_629
item_630;czyj?;word;question_words;function_words;function_words;whose;;WS;item_630
item_631;gdzie?;word;question_words;function_words;function_words;where;;WS;item_631
item_632;kiedy?;word;question_words;function_words;function_words;when;;WS;item_632
item_633;jak?;word;question_words;function_words;function_words;how;;WS;item_633
item_634;dlaczego?/czemu?;word;question_words;function_words;function_words;why;;WS;item_634
item_635;po co?/na co?;word;question_words;function_words;function_words;for what;;WS;item_635
item_636;jaki?;word;question_words;function_words;function_words;;;WS;item_636
item_637;który?;word;question_words;function_words;function_words;which;;WS;item_637
item_638;ile?;word;question_words;function_words;function_words;how much;;WS;item_638
item_639;chyba;word;modal_adverbs;predicates;modal_adverbs;maybe;;WS;item_639
item_640;może;word;modal_adverbs;predicates;modal_adverbs;perhaps;;WS;item_640
item_641;na pewno;word;modal_adverbs;predicates;modal_adverbs;for sure;;WS;item_641
item_642;naprawdę;word;modal_adverbs;predicates;modal_adverbs;really;;WS;item_642
item_643;pewnie;word;modal_adverbs;predicates;modal_adverbs;surely;;WS;item_643
item_644;przecież;word;modal_adverbs;predicates;modal_adverbs;though;;WS;item_644
item_645;w ogóle;word;modal_adverbs;predicates;modal_adverbs;at all;;WS;item_645
item_646;właśnie;word;modal_adverbs;predicates;modal_adverbs;exactly;;WS;item_646
item_647;bez (np. bez czapki);word;prepositions;predicates;prepositions;without;;WS;item_647
item_648;dla (np. dla mamy);word;prepositions;predicates;prepositions;for;;WS;item_648
item_649;do (np. do pracy, do babci);word;prepositions;predicates;prepositions;to;;WS;item_649
item_650;na (np. na stole);word;prepositions;predicates;prepositions;on;;WS;item_650
item_651;koło/obok (np. koło szafy, obok taty);word;prepositions;predicates;prepositions;next to;;WS;item_651
item_652;o (np. o kotku);word;prepositions;predicates;prepositions;about;;WS;item_652
item_653;od (np. od wujka);word;prepositions;predicates;prepositions;from;;WS;item_653
item_654;po (np. po lesie, po wodę);word;prepositions;predicates;prepositions;;;WS;item_654
item_655;pod (np.pod stołem);word;prepositions;predicates;prepositions;under;;WS;item_655
item_656;przed (np. przed sklepem, przed obiadem);word;prepositions;predicates;prepositions;in front of;;WS;item_656
item_657;u (np. u cioci);word;prepositions;predicates;prepositions;at;;WS;item_657
item_658;w (np. w kuchni);word;prepositions;predicates;prepositions;in;;WS;item_658
item_659;za (np. za szafą);word;prepositions;predicates;prepositions;behind;;WS;item_659
item_660;z (np. z tatusiem, z cukrem);word;prepositions;predicates;prepositions;with;;WS;item_660
item_661;z (np. z łazienki);word;prepositions;predicates;prepositions;from;;WS;item_661
item_662;a;word;connecting_words;function_words;conjunctions;;;WS;item_662
item_663;albo;word;connecting_words;function_words;conjunctions;or;;WS;item_663
item_664;ale;word;connecting_words;function_words;conjunctions;but;;WS;item_664
item_665;bo;word;connecting_words;function_words;conjunctions;because;;WS;item_665
item_666;i;word;connecting_words;function_words;conjunctions;and;;WS;item_666
item_667;jak - (to);word;connecting_words;function_words;conjunctions;if - (then);;WS;item_667
item_668;tylko;word;connecting_words;function_words;conjunctions;but;;WS;item_668
item_669;że;word;connecting_words;function_words;conjunctions;that;;WS;item_669
item_670;żeby;word;connecting_words;function_words;conjunctions;in order to;;WS;item_670
item_674;Czy dziecko zaczęło już łączyć wyrazy? Czy tworzy takie zadania jak np. „am”, „da mleko”, „tu kotek”, „mama śpi”?;combine;;;;;;WS;item_671
item_1;lalk<b><u>i</u></b>, piłk<b><u>i</u></b>, cioc<b><u>i</u></b>;noun;form;;;;;PILOT-GRAM-1;item_672
item_2;lalc<b><u>e</u></b>, piłc<b><u>e</u></b>, mami<b><u>e</u></b>;noun;form;;;;;PILOT-GRAM-1;item_673
item_3;lalk<b><u>ę</u></b>, piłk<b><u>ę</u></b>, cioci<b><u>ę</u></b>;noun;form;;;;;PILOT-GRAM-1;item_674
item_4;lalk<b><u>ą</u></b>, piłk<b><u>ą</u></b>, mam<b><u>ą</u></b>;noun;form;;;;;PILOT-GRAM-1;item_675
item_4a;cioc<u><b>i</u></b>, babc<u><b>i</u></b>, stacj<u><b>i</u></b>;noun;form;;;;;PILOT-GRAM-1;item_676
item_5;ps<b><u>a</u></b>, jajk<b><u>a</u></b>, kubk<b><u>a</u></b>;noun;form;;;;;PILOT-GRAM-1;item_677
item_5a;ps<b><u>u</u></b>, aut<b><u>u</u></b>, jajk<b><u>u</u></b>;noun;form;;;;;PILOT-GRAM-1;item_678
item_6;kotk<b><u>owi</u></b>, klock<b><u>owi</u></b>, rowerk<b><u>owi</u></b>;noun;form;;;;;PILOT-GRAM-1;item_679
item_7;ps<b><u>em</u></b>, aut<b><u>em</u></b>, rowerki<b><u>em</u></b>;noun;form;;;;;PILOT-GRAM-1;item_680
item_8;kotk<b><u>u</u></b>, dom<b><u>u</u></b>, rowerk<b><u>u</u></b>;noun;form;;;;;PILOT-GRAM-1;item_681
item_9;ps<b><u>ie</u></b>, auc<b><u>ie</u></b>, banan<b><u>ie</u></b>;noun;form;;;;;PILOT-GRAM-1;item_682
item_10;Gdy chcemy powiedzieć, że kogoś lub czegoś nie ma, mówimy „Nie ma... (np. <u>mamy/pieska/auta</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_683
item_11;Gdy chcemy powiedzieć, o tym dokąd idziemy, mówimy „Idziemy do... (np. <u>babci/domku/przedszkola</u>)” Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_684
item_12;Gdy chcemy powiedzieć, o tym czego się boimy, mówimy „Boję się... (np. <u>potworów/osy/pająka</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_685
item_13;Gdy chcemy powiedzieć o dawaniu komuś zabawki, mówimy „Dam zabawkę... (np. <u>dziadkowi/mamusi/psu</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_686
item_14;Gdy chcemy powiedzieć, o tym co chcemy zjeść, mówimy „Chcę... (np. <u>kanapkę/klocki/jajko</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_687
item_15;Gdy chcemy powiedzieć o myciu czegoś, mówimy „Myję... (np. <u>buzię/ząbki/ręce</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_688
item_17;Gdy chcemy powiedzieć o tym, czym jedziemy, mówimy „Jedziemy... (np. <u>autem/karocą/autobusem</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_689
item_18;Gdy chcemy powiedzieć o tym, czym się bawimy, mówimy „Bawię się... (np. <u>klockami/lalką/autem</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_690
item_19;Gdy chcemy powiedzieć, o tym, gdzie ktoś jest, mówimy „[Ktoś] jest w... (np. <u>w domku/w pracy/w sklepie</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_691
item_20;Gdy chcemy powiedzieć, o czym jest bajka, mówimy „Bajka jest o... (np.  <u>autach/księżniczce/piesku</u>)”. Czy twoje dziecko tak mówi?;noun;context;;;;;PILOT-GRAM-1;item_692
item_21;Czy Twoje dziecko opowiada o wydarzeniach z przeszłości oraz o rzeczach i osobach, które pamięta? Np. jeśli w zeszłym tygodniu byliście z rodziną nad jeziorem, może później mówi „rybki”, „wujek”, „pływa”?;deixis;deixis;;;;;PILOT-GRAM-1;item_693
item_22;Czy Twoje dziecko mówi o tym, co będzie się działo w przyszłości, np. mówi „auto”, zanim wyruszycie w podróż, lub „babcia”, kiedy babcia ma Was odwiedzić?;deixis;deixis;;;;;PILOT-GRAM-1;item_694
item_23;Czy Twoje dziecko <u>rozumie</u>, gdy rozmawiacie o czymś, co jest poza zasięgiem wzroku, np. pytacie „Gdzie jest kubek”, a ono idzie do kuchni i przynosi kubek?;deixis;deixis;;;;;PILOT-GRAM-1;item_695
item_24;Czy Twoje dziecko <u>mówi</u> o czymś lub kimś, co/kto jest poza zasięgiem wzroku, np. o zgubionej zabawce lub o osobie, która jest nieobecna?;deixis;deixis;;;;;PILOT-GRAM-1;item_696
item_25;Czy Twoje dziecko pokazuje na przedmiot należący do danej osoby i przypisuje tę rzecz osobie, np. pokazuje na buty taty i mówi „tata”?;deixis;deixis;;;;;PILOT-GRAM-1;item_697
item_26;Gdy mówimy, o tym co działo się w przeszłości, używamy form takich jak <u><i>zjadłem/zjadłam</i></u>, <u><i>bawiłeś/bawiłaś się</i></u>, <u><i>czytaliśmy/czytałyśmy</i></u>, <u><i>rysowaliście/rysowałyście</i></u>... Czy Twoje dziecko tak mówi?;verb;tense;;;;;PILOT-GRAM-1;item_698
item_27;Gdy mówimy o tym, co będzie się działo w przyszłości, możemy używać słów takich jak <u><i>narysuję</i></u>, <u><i>zjesz</i></u>, <u><i>umyje</i></u>, <u><i>zagramy</i></u>, <u><i>przeczytacie</i></u>... Czy Twoje dziecko tak mówi?;verb;tense;;;;;PILOT-GRAM-1;item_699
item_28;Gdy mówimy o tym, co będzie się działo w przyszłości, możemy używać wyrażeń takich jak <u><i>będę rysować</i></u>, <u><i>będziesz jeść</i></u>, <u><i>będzie się myć</i></u>, <u><i>będziemy grać</i></u>, <u><i>będziecie czytać</i></u>... Czy Twoje dziecko tak mówi?;verb;tense;;;;;PILOT-GRAM-1;item_700
item_29;...robi, czy mówi <u><i>chcę / jem / gram / rysuję / piję</i></u> itp.?;verb;person;;;;;PILOT-GRAM-1;item_701
item_30;...Ty robisz, czy mówi <u><i>chcesz / jesz / grasz / rysujesz / tańczysz</i></u> itp.?;verb;person;;;;;PILOT-GRAM-1;item_702
item_31;...robi ktoś inny, czy mówi <u><i>chce / je / gra / czyta / idzie / tańczy / płacze</i></u> itp.?;verb;person;;;;;PILOT-GRAM-1;item_703
item_32;...robicie wspólnie, czy mówi <u><i>jedziemy / idziemy / robimy / gramy / jemy</i></u> itp.?;verb;person;;;;;PILOT-GRAM-1;item_704
item_33;...Ty robisz z innymi, czy mówi <u><i>chcecie / gracie / czytacie / idziecie</i></u> itp.?;verb;person;;;;;PILOT-GRAM-1;item_705
item_34;...robią inni, czy mówi <u><i>stoją / biegają / grają / jedzą</i></u> itp.?;verb;person;;;;;PILOT-GRAM-1;item_706
item_2;A. Przyjedzie ciocia. Będziemy się bawić.%B. Przyjedzie ciocia i będziemy się bawić.;alternatives;grupa1;;;;;CDI3;item_707
item_19;A. Mam worek.%B. Mam worek z butami.;alternatives;grupa1;;;;;CDI3;item_708
item_13;A. Tata przyjdzie. Nakarmi kota.%B. Jak tata przyjdzie, to nakarmi kota.;alternatives;grupa1;;;;;CDI3;item_709
item_3;A. Babcia przyjedzie.%B. Babcia powiedziała, że przyjedzie.;alternatives;grupa1;;;;;CDI3;item_710
item_5;A. Myję nogi. Będą czyste.%B. Myję nogi, żeby były czyste.;alternatives;grupa1;;;;;CDI3;item_711
item_15;A. Braciszek zrobił kanapkę. Braciszek jej nie je.%B. Braciszek zrobił kanapkę, ale jej nie je.;alternatives;grupa1;;;;;CDI3;item_712
item_1;A. Mama śpi.%B. Mama śpi, bo jest zmęczona.;alternatives;grupa1;;;;;CDI3;item_713
item_16;A. Tata lubi pierogi.%B. Tata powiedział, że lubi pierogi.;alternatives;grupa1;;;;;CDI3;item_714
item_21;A. Odkręć wodę.%B. Odkręć wodę, żebym umył(-a) rączki.;alternatives;grupa2;;;;;CDI3;item_715
item_4;A. Pada deszcz i nie wyjdziemy.%B. Nie wyjdziemy, bo pada deszcz.;alternatives;grupa2;;;;;CDI3;item_716
item_9;A. Będzie ciepło. Pójdę na spacer.%B. Pójdę na spacer, jeśli będzie ciepło.;alternatives;grupa2;;;;;CDI3;item_717
